232	뚜레쥬르	37.56329	127.027742	124000	2016-07-04	16:11:19	카페
207	약국	37.531908	127.111679	128600	2017-12-07	20:19:01	의료
57	이디야커피	37.580271	127.193781	52700	2017-04-06	23:47:08	카페
175	파리바게트	37.474247	126.993952	10600	2016-03-10	10:43:38	카페
43	한신포차	37.516011	126.884564	104500	2017-03-04	18:34:56	술
251	스시로로	37.550579	126.998993	67000	2016-06-05	20:58:17	식사
113	김덕후의곱창조	37.6937	126.883298	73400	2017-08-13	10:11:30	식사
191	아웃닭	37.683737	127.115407	150300	2017-12-15	12:07:02	식사
106	봄봄	37.516131	127.13243	43100	2017-05-12	19:21:14	카페
230	롯데리아	37.539302	127.19339	115400	2017-11-12	11:48:46	식사
209	홍콩반점	37.638436	127.177147	74000	2018-01-25	22:34:47	식사
66	한신포차	37.682441	127.172899	150400	2017-07-26	21:00:03	술
97	스시진	37.698285	127.177609	52900	2017-10-02	13:17:12	식사
213	뚜레쥬르	37.643127	127.091517	47500	2017-06-13	21:43:02	카페
148	한신포차	37.58345	127.195525	98100	2018-01-06	22:46:55	술
219	롯데리아	37.557892	127.029056	89200	2018-03-08	13:34:21	식사
174	구이가	37.558979	126.987954	107600	2017-04-03	16:36:51	식사
248	스시진	37.646674	126.928954	34800	2016-08-09	11:46:31	식사
3	반디앤루니스	37.517027	126.859383	140400	2018-03-24	20:19:30	학습
76	연래춘	37.612814	127.021294	38000	2017-07-07	14:58:38	식사
158	뚜레쥬르	37.440152	127.007299	124500	2016-01-11	17:57:32	카페
177	멘동	37.683385	127.032692	16900	2016-04-14	11:31:31	식사
100	롯데리아	37.505335	126.91937	74700	2016-08-09	17:03:23	식사
271	구이가	37.709639	126.918784	70000	2017-02-05	16:54:13	식사
99	아웃백	37.67589	127.063465	78200	2018-03-29	22:15:22	식사
111	반디앤루니스	37.501026	126.87999	141400	2018-03-01	13:22:53	학습
135	이디야커피	37.560433	127.175116	64100	2016-10-17	11:47:00	카페
98	이비인후과	37.526816	127.111135	126100	2017-03-04	20:47:36	의료
160	정형외과	37.580918	127.051563	134700	2016-12-08	12:32:14	의료
42	매드포갈릭	37.598875	126.95049	134600	2016-09-08	19:04:19	식사
197	엔젤리너스	37.632985	127.174902	51100	2016-08-07	19:31:58	카페
185	롯데리아	37.442363	126.894177	55300	2016-06-12	16:50:03	식사
133	파리바게트	37.586649	126.960434	11900	2016-10-24	18:49:12	카페
232	이비인후과	37.562986	127.008128	148000	2016-02-17	12:37:36	의료
202	아웃백	37.696734	127.088064	151600	2017-02-04	23:40:03	식사
274	이비인후과	37.658357	126.936517	61000	2016-10-09	10:54:19	의료
81	쥬씨	37.671482	127.066989	26800	2017-03-21	10:26:03	카페
209	아웃닭	37.577586	127.113341	24500	2018-01-30	21:55:33	식사
126	스시진	37.556611	126.97625	14000	2016-04-06	09:52:37	식사
130	봄봄	37.694158	127.084579	116300	2017-06-23	12:20:53	카페
49	멘동	37.685388	126.953221	102500	2016-08-18	16:44:50	식사
87	아웃백	37.478922	126.911789	86700	2018-02-20	09:57:11	식사
278	연래춘	37.627687	126.972952	40600	2017-03-18	10:39:04	식사
203	스시진	37.450793	127.104198	77700	2016-12-09	11:19:33	식사
71	멘동	37.615424	127.101221	76900	2016-04-05	12:25:33	식사
117	백다방	37.678901	127.097534	20100	2017-02-05	12:57:18	카페
101	오쭈	37.544337	126.890373	24700	2016-02-01	15:13:17	식사
93	연래춘	37.603797	126.994883	40800	2016-02-18	10:21:02	식사
125	꾼	37.648196	127.009393	12800	2018-01-03	11:37:12	술
58	버거킹	37.661559	126.940684	109300	2016-07-17	15:20:46	식사
247	이비인후과	37.483865	127.044966	11600	2017-02-15	15:46:39	의료
2	연래춘	37.662689	127.015843	152000	2017-10-09	20:04:23	식사
116	파리바게트	37.633972	127.169845	17600	2017-02-28	14:41:59	카페
108	오쭈	37.551125	127.087695	122500	2016-05-22	10:02:49	식사
183	롯데리아	37.553151	127.002849	20900	2017-10-29	22:45:11	식사
106	롯데리아	37.678215	126.922473	86300	2017-01-24	20:36:55	식사
50	오쭈	37.470918	126.890345	73700	2017-06-05	16:48:17	식사
276	봄봄	37.607061	126.908053	35100	2016-07-15	19:45:37	카페
95	아웃백	37.682902	126.984208	10900	2016-07-12	17:56:09	식사
191	연래춘	37.698184	127.088731	121300	2017-08-14	20:39:55	식사
234	스시진	37.574162	126.992521	118300	2016-04-16	21:06:12	식사
23	파리바게트	37.597082	127.194007	92300	2016-11-14	22:05:18	카페
261	아웃백	37.679254	127.162447	100000	2016-12-24	22:44:53	식사
57	롯데리아	37.556377	126.851851	21500	2017-05-28	17:49:47	식사
294	이비인후과	37.6346	127.10096	115600	2017-06-07	18:11:29	의료
190	매드포갈릭	37.512224	127.023145	3200	2017-01-11	14:25:10	식사
116	스시진	37.475928	127.11503	103400	2017-09-05	09:21:14	식사
275	연래춘	37.685863	126.920475	140800	2016-03-24	15:30:05	식사
164	원할머니보쌈	37.701221	127.049675	54300	2016-03-22	23:07:26	식사
194	한신포차	37.674955	127.07703	96600	2016-08-02	09:26:55	술
190	닭한마리	37.49394	126.872845	65000	2017-07-06	23:36:31	식사
83	한신포차	37.508993	126.882808	54700	2016-11-08	13:40:49	술
241	파리바게트	37.621371	127.011221	70500	2018-01-28	11:45:03	카페
266	베스킨라빈스	37.444222	126.879135	62800	2016-06-21	10:12:35	카페
159	반디앤루니스	37.533928	127.106359	54100	2016-06-17	19:32:45	학습
21	오쭈	37.459278	127.025876	133600	2017-02-13	15:05:01	식사
55	연래춘	37.601108	127.014122	88300	2017-11-07	16:26:46	식사
111	이디야커피	37.546234	126.859382	86500	2017-01-28	21:12:55	카페
181	뚜레쥬르	37.608764	127.000531	14800	2017-04-10	20:40:36	카페
252	김덕후의곱창조	37.69801	127.027839	132800	2016-11-25	19:52:11	식사
283	꾼	37.491883	127.183907	90600	2016-04-13	11:12:27	술
154	베스킨라빈스	37.469516	127.192161	23500	2018-01-28	19:15:38	카페
269	오쭈	37.642003	126.98851	84400	2017-02-18	18:18:12	식사
213	정형외과	37.555287	126.897468	85600	2017-06-29	11:45:20	의료
109	멘동	37.591642	126.950725	100000	2017-12-19	16:05:10	식사
252	아웃닭	37.717082	126.944484	142900	2016-08-26	18:24:11	식사
44	뚜레쥬르	37.710277	127.044963	152000	2016-04-11	14:43:01	카페
196	리얼후라이	37.487818	127.19949	26000	2016-10-06	13:47:27	식사
126	롯데리아	37.537167	126.959885	23200	2017-08-12	21:21:24	식사
290	멘동	37.665526	127.065427	28400	2016-09-10	15:16:15	식사
249	뚜레쥬르	37.553019	127.144548	76100	2017-02-17	18:31:43	카페
184	이디야커피	37.612661	127.08194	92600	2016-10-22	19:39:22	카페
247	쥬씨	37.641767	127.070476	8200	2016-05-24	11:38:53	카페
26	베스킨라빈스	37.68614	127.135539	12400	2016-10-06	09:01:55	카페
134	꾼	37.480294	126.965649	76500	2017-10-01	21:31:28	술
211	베스킨라빈스	37.584486	126.975124	58500	2016-01-19	23:13:15	카페
82	반디앤루니스	37.45626	127.164982	83400	2016-11-24	16:47:23	학습
257	버거킹	37.553533	126.87062	143100	2016-04-07	21:59:14	식사
115	김덕후의곱창조	37.604397	126.932921	101900	2016-05-20	18:10:05	식사
157	정형외과	37.515457	126.925139	99500	2017-02-07	11:45:21	의료
261	이비인후과	37.615038	127.032506	60000	2017-05-29	16:21:31	의료
14	원할머니보쌈	37.509472	126.924274	23000	2017-05-15	14:54:35	식사
274	구이가	37.47583	127.137519	40800	2016-12-26	09:50:21	식사
290	리얼후라이	37.456305	127.046773	124600	2018-02-25	16:35:14	식사
266	매드포갈릭	37.673959	126.960011	26100	2016-07-05	21:51:54	식사
167	닭한마리	37.665017	126.951487	146900	2016-01-06	14:57:05	식사
259	반디앤루니스	37.605938	127.032924	143500	2017-09-23	09:08:20	학습
111	꾼	37.646651	127.111285	67600	2016-01-14	21:03:14	술
195	봄봄	37.441999	127.041552	120500	2016-12-28	23:04:53	카페
57	약국	37.703349	126.913278	19900	2016-01-26	14:47:25	의료
88	멘동	37.68987	127.181354	81100	2018-03-22	17:14:50	식사
147	닭한마리	37.602857	126.927254	59900	2016-05-19	11:58:36	식사
266	닭한마리	37.441171	127.147059	46500	2016-05-18	11:50:31	식사
243	꾼	37.481376	127.150259	17700	2016-03-05	11:57:46	술
190	쥬씨	37.532602	127.139182	39700	2017-11-14	14:00:37	카페
249	닭한마리	37.561327	126.860572	136700	2017-04-04	23:28:46	식사
166	매드포갈릭	37.619183	126.896873	59200	2017-04-12	14:33:46	식사
39	한신포차	37.659489	127.123596	97300	2017-08-12	10:33:41	술
236	김덕후의곱창조	37.681542	126.855258	63900	2016-09-16	16:47:07	식사
61	아웃닭	37.530423	126.948414	25900	2017-06-08	09:23:57	식사
108	교보문고	37.659374	126.900517	46000	2016-10-08	15:45:03	학습
183	홍콩반점	37.503007	126.925715	7500	2017-05-14	17:26:24	식사
15	닭한마리	37.457714	127.176741	137200	2016-12-03	14:31:53	식사
216	연래춘	37.45836	127.047136	91800	2017-07-01	20:22:24	식사
69	봄봄	37.591936	126.940818	66400	2017-11-29	15:17:47	카페
110	롯데리아	37.628985	126.907475	66100	2016-06-27	15:30:28	식사
78	엔젤리너스	37.54993	127.132623	68700	2017-03-30	19:27:22	카페
279	파리바게트	37.695539	126.910728	147800	2016-07-18	13:41:36	카페
271	꾼	37.465792	127.077349	4500	2017-10-12	11:21:39	술
135	아웃닭	37.568022	127.001847	37500	2016-06-08	15:49:57	식사
124	멘동	37.51314	127.177357	75900	2017-06-10	11:37:07	식사
95	정형외과	37.56001	127.027336	68200	2016-07-14	21:07:37	의료
129	멘동	37.627565	127.15379	22800	2016-12-01	09:55:08	식사
130	스시진	37.548147	126.942718	69600	2017-07-09	22:47:50	식사
210	베스킨라빈스	37.537396	127.117011	89700	2018-02-21	12:55:16	카페
49	백다방	37.555686	127.097598	12100	2016-02-14	15:39:54	카페
145	교보문고	37.5316	126.913306	143400	2018-03-04	13:58:13	학습
200	매드포갈릭	37.46385	127.080256	55900	2017-12-13	09:59:24	식사
45	구이가	37.708509	126.886801	74800	2018-03-06	20:25:31	식사
144	멘동	37.569165	126.981062	135700	2016-05-31	14:24:10	식사
75	오쭈	37.623253	126.928676	91000	2017-05-06	22:10:16	식사
237	롯데리아	37.499249	126.969921	27400	2017-01-25	13:48:30	식사
25	이비인후과	37.573332	127.154539	10500	2016-06-28	17:21:45	의료
36	한신포차	37.650864	126.942701	91300	2016-10-18	17:28:49	술
34	반디앤루니스	37.457566	127.187277	125400	2018-01-09	22:13:45	학습
98	멘동	37.547836	127.178757	70300	2017-05-25	10:16:26	식사
52	파리바게트	37.522343	127.131543	132100	2016-04-25	10:12:49	카페
153	닭한마리	37.636642	127.070184	110500	2018-01-14	18:59:47	식사
99	이비인후과	37.505074	127.199324	75500	2016-05-28	14:09:02	의료
61	백다방	37.616903	126.891902	70800	2016-10-17	20:40:33	카페
100	꾼	37.567523	127.009084	80300	2016-06-04	11:40:57	술
177	멘동	37.711226	127.056302	81300	2016-10-25	23:17:48	식사
289	한신포차	37.501893	127.194642	115700	2016-05-29	17:59:43	술
216	아웃백	37.666355	127.128217	122800	2017-05-06	10:03:56	식사
136	정형외과	37.60612	126.911544	136000	2016-09-17	15:26:44	의료
132	리얼후라이	37.448093	127.1313	64300	2016-11-05	09:12:29	식사
259	아웃백	37.520893	126.92776	49800	2017-10-06	12:39:13	식사
66	아웃백	37.449958	127.065597	57900	2016-09-15	22:43:28	식사
103	반디앤루니스	37.669595	127.116898	98500	2016-10-12	20:23:07	학습
141	김덕후의곱창조	37.659501	126.979858	79300	2018-03-29	20:36:14	식사
134	스시로로	37.520069	127.057477	138600	2016-08-12	12:00:38	식사
201	백다방	37.567858	127.082456	109800	2016-08-08	13:12:03	카페
245	스시로로	37.583856	126.854908	110400	2017-11-28	22:38:35	식사
224	오쭈	37.671354	127.178384	8100	2016-09-23	16:19:21	식사
149	쥬씨	37.493959	127.138345	101100	2018-02-27	19:25:05	카페
272	닭한마리	37.457501	126.997326	19200	2018-01-01	22:21:01	식사
240	파리바게트	37.717341	127.184337	52400	2016-05-20	16:56:26	카페
281	반디앤루니스	37.625531	127.130306	33600	2016-06-24	13:19:07	학습
127	정형외과	37.62122	126.876847	150400	2017-05-09	19:10:52	의료
267	롯데리아	37.600965	126.884136	106700	2017-02-14	17:56:32	식사
126	원할머니보쌈	37.553331	127.102973	117300	2017-11-24	19:07:55	식사
91	아웃백	37.458124	126.919619	42700	2016-07-27	16:58:13	식사
38	교보문고	37.568213	126.909134	124900	2017-01-19	11:02:29	학습
259	교보문고	37.619171	127.003744	47700	2018-03-29	14:09:11	학습
142	롯데리아	37.683003	127.156972	14400	2017-03-10	14:05:32	식사
94	한신포차	37.619989	126.868439	145800	2018-03-07	16:22:21	술
57	매드포갈릭	37.542841	127.03941	48100	2016-10-05	11:59:31	식사
23	반디앤루니스	37.561568	127.169621	95000	2016-02-21	11:32:24	학습
195	아웃닭	37.70938	126.877114	68400	2016-09-01	11:14:53	식사
33	이비인후과	37.441602	127.164439	5700	2016-05-01	19:15:33	의료
51	뚜레쥬르	37.680592	127.176586	150300	2017-01-08	19:32:26	카페
9	꾼	37.490399	127.161013	7400	2016-09-15	14:46:21	술
244	이디야커피	37.719655	126.885276	147000	2017-07-07	12:03:05	카페
46	뚜레쥬르	37.494519	127.047418	83800	2016-12-05	12:52:00	카페
273	닭한마리	37.679849	127.185884	30100	2016-11-05	23:09:34	식사
92	정형외과	37.441749	127.051467	42900	2016-04-06	18:09:01	의료
95	아웃백	37.499317	126.955396	47400	2017-07-31	21:36:44	식사
10	한신포차	37.667376	126.925826	76300	2018-01-20	13:32:08	술
55	리얼후라이	37.597863	126.955907	60200	2017-12-07	11:22:02	식사
61	김덕후의곱창조	37.598041	126.885857	133000	2017-07-05	17:48:18	식사
177	멘동	37.458802	126.854522	6400	2017-12-27	23:27:20	식사
159	아웃백	37.541194	127.185493	62900	2016-04-06	11:23:49	식사
6	김덕후의곱창조	37.447991	127.106101	100000	2017-12-06	21:21:58	식사
91	닭한마리	37.440253	127.080183	3100	2018-02-08	16:33:17	식사
148	리얼후라이	37.461713	127.136621	73800	2018-03-04	15:38:53	식사
225	스시진	37.470482	127.159778	145100	2016-08-15	18:18:25	식사
218	파리바게트	37.522586	127.057167	117500	2017-06-17	21:26:40	카페
70	뚜레쥬르	37.587968	127.062306	128300	2018-03-04	14:28:49	카페
189	롯데리아	37.58776	127.157161	5000	2016-02-09	13:20:11	식사
76	원할머니보쌈	37.574193	127.052362	118000	2018-01-04	17:30:17	식사
269	김덕후의곱창조	37.616718	126.960818	130200	2017-12-13	14:51:36	식사
217	오쭈	37.565075	127.024811	109100	2016-03-16	17:58:33	식사
281	아웃백	37.514882	126.875577	112900	2017-07-28	15:35:56	식사
154	베스킨라빈스	37.46399	126.890002	96100	2016-03-20	11:43:26	카페
276	롯데리아	37.711919	127.088515	151400	2018-01-24	09:59:29	식사
112	롯데리아	37.683282	127.138217	83800	2017-01-19	11:12:36	식사
70	반디앤루니스	37.706433	126.948374	90200	2017-07-19	23:07:26	학습
51	뚜레쥬르	37.470007	126.974854	79000	2016-07-20	22:12:46	카페
34	이디야커피	37.452466	126.97653	64800	2016-04-06	18:25:46	카페
12	이디야커피	37.634623	127.161781	14900	2018-03-13	15:46:14	카페
235	교보문고	37.463418	127.193004	44500	2016-06-29	20:54:07	학습
80	쥬씨	37.616226	126.864565	118300	2016-08-31	10:31:38	카페
114	버거킹	37.672695	127.157998	100500	2016-05-05	17:04:53	식사
253	백다방	37.527765	126.915473	18200	2016-10-08	12:47:02	카페
29	반디앤루니스	37.64819	127.036207	147100	2017-07-06	16:56:48	학습
199	버거킹	37.54566	126.920461	33000	2016-07-25	16:40:09	식사
138	아웃닭	37.598741	126.978893	68100	2017-03-01	16:07:30	식사
178	이비인후과	37.65768	127.191614	51300	2016-07-07	23:51:24	의료
297	쥬씨	37.487131	127.046462	18800	2016-06-27	21:51:31	카페
238	리얼후라이	37.533023	127.013454	40500	2018-02-09	17:13:08	식사
284	아웃백	37.574917	126.857119	18000	2017-12-04	18:39:39	식사
63	정형외과	37.688528	127.003505	33200	2017-01-01	23:04:24	의료
52	약국	37.467301	127.007866	24800	2018-02-02	14:50:35	의료
83	닭한마리	37.541327	126.865478	141000	2017-12-10	11:49:28	식사
77	약국	37.632475	127.084467	126200	2016-07-14	14:05:12	의료
89	이디야커피	37.611847	127.168066	31100	2017-10-17	18:25:47	카페
193	파리바게트	37.663344	126.959851	28200	2016-12-24	09:30:54	카페
300	쥬씨	37.543046	127.057423	4000	2017-02-17	11:47:16	카페
169	백다방	37.66101	127.081611	97500	2016-04-09	19:02:19	카페
116	롯데리아	37.710618	126.918879	40900	2016-02-09	14:33:53	식사
22	백다방	37.662425	127.152839	62600	2017-05-07	17:47:34	카페
208	교보문고	37.677155	126.907234	46300	2016-10-21	23:10:49	학습
115	베스킨라빈스	37.583648	127.180958	144700	2017-07-01	18:13:27	카페
196	파리바게트	37.490821	126.957528	118900	2016-05-25	15:58:52	카페
194	원할머니보쌈	37.627396	127.047583	30500	2017-02-17	22:03:39	식사
47	롯데리아	37.64213	126.99977	3600	2016-02-08	10:46:57	식사
249	베스킨라빈스	37.706642	127.041022	17800	2016-08-09	21:47:26	카페
52	백다방	37.662499	126.921686	139800	2017-03-08	18:24:54	카페
167	봄봄	37.51079	127.040174	88800	2016-11-02	10:07:38	카페
142	닭한마리	37.535979	127.100422	29800	2016-08-31	19:52:38	식사
196	약국	37.523024	127.04374	33700	2017-06-08	09:32:53	의료
157	반디앤루니스	37.651992	126.868805	73400	2018-03-29	20:33:30	학습
4	반디앤루니스	37.480278	126.925273	112300	2016-12-09	10:39:39	학습
104	이디야커피	37.60888	127.106617	59300	2017-02-04	18:11:27	카페
273	멘동	37.581683	126.985885	149100	2017-11-23	21:33:21	식사
229	교보문고	37.524339	127.199667	140600	2017-11-13	16:26:14	학습
21	연래춘	37.653114	126.964924	63800	2016-06-26	21:26:02	식사
196	스시로로	37.688781	127.008931	10700	2016-06-16	18:40:38	식사
122	버거킹	37.696852	126.861021	43500	2017-12-22	09:06:16	식사
110	파리바게트	37.6818	127.137906	129200	2017-11-07	21:13:08	카페
215	롯데리아	37.458111	127.044595	113700	2016-09-09	18:40:19	식사
26	연래춘	37.65469	127.070847	75200	2016-05-24	14:22:54	식사
103	멘동	37.595311	127.01098	66400	2017-08-14	17:35:04	식사
30	홍콩반점	37.659934	126.89071	141100	2016-06-18	14:11:49	식사
85	교보문고	37.461146	126.89604	53300	2017-10-10	12:45:21	학습
147	롯데리아	37.491238	126.916595	23100	2017-06-13	09:23:55	식사
204	한신포차	37.470562	127.075623	93900	2017-06-03	12:33:40	술
269	꾼	37.591387	127.098268	10800	2018-02-22	21:37:44	술
266	오쭈	37.589061	127.156628	48200	2017-12-10	11:47:42	식사
283	파리바게트	37.561398	126.915521	71600	2017-02-02	09:36:13	카페
72	스시로로	37.590233	126.947491	94900	2016-03-31	14:55:37	식사
55	원할머니보쌈	37.553547	126.92314	137500	2018-03-28	11:38:14	식사
89	약국	37.542165	127.166818	61900	2017-08-20	17:16:31	의료
79	연래춘	37.591493	127.036204	136800	2017-02-02	15:25:36	식사
55	파리바게트	37.583591	126.915798	23800	2017-01-30	14:57:18	카페
233	엔젤리너스	37.594809	126.960072	35200	2016-07-07	12:20:34	카페
232	구이가	37.571275	127.021185	142900	2016-01-02	17:27:22	식사
261	리얼후라이	37.510598	126.950764	53800	2016-10-12	19:31:37	식사
92	오쭈	37.477825	126.929426	123400	2016-08-19	17:43:26	식사
64	쥬씨	37.660539	127.161053	66100	2018-01-02	17:19:14	카페
34	롯데리아	37.572265	126.85866	27300	2016-01-17	11:30:05	식사
216	약국	37.619468	127.154642	148200	2016-05-28	18:06:28	의료
65	홍콩반점	37.461822	127.004654	11200	2017-05-20	13:21:50	식사
46	연래춘	37.475073	126.865805	105600	2016-01-21	15:13:34	식사
119	김덕후의곱창조	37.492121	126.894932	89000	2016-05-23	18:35:15	식사
190	뚜레쥬르	37.643548	127.001712	17400	2016-04-24	12:42:06	카페
151	아웃백	37.608022	126.907857	24400	2017-08-28	15:45:31	식사
219	버거킹	37.55179	126.928036	76200	2017-10-19	09:59:00	식사
82	원할머니보쌈	37.476335	127.093109	144400	2016-06-11	22:51:26	식사
158	한신포차	37.517007	127.031792	49300	2017-05-19	10:34:50	술
179	오쭈	37.677223	127.153028	99000	2017-12-19	21:37:43	식사
247	교보문고	37.473544	126.869537	123000	2016-01-20	21:53:58	학습
45	아웃백	37.45937	126.994957	25200	2017-07-18	15:00:51	식사
56	꾼	37.562958	127.106822	9700	2017-04-05	20:20:10	술
23	한신포차	37.562073	127.013819	8500	2016-03-10	13:55:57	술
228	연래춘	37.512856	126.930168	98500	2016-06-09	12:40:30	식사
154	리얼후라이	37.531165	127.031716	8700	2017-06-30	19:37:28	식사
190	멘동	37.552923	127.040565	12500	2017-10-25	14:45:42	식사
25	반디앤루니스	37.565484	127.088287	3700	2017-12-13	21:33:03	학습
94	오쭈	37.653177	126.859502	29900	2016-04-28	14:56:20	식사
132	정형외과	37.581789	127.062485	145900	2016-04-25	09:09:03	의료
35	교보문고	37.555833	127.157709	55400	2017-02-21	14:10:19	학습
45	홍콩반점	37.456297	126.950958	59000	2016-12-07	11:13:34	식사
144	이비인후과	37.669721	127.052993	3400	2016-02-12	16:38:19	의료
282	봄봄	37.540383	126.920687	87600	2017-01-02	16:29:22	카페
293	아웃닭	37.563223	127.062051	145700	2016-03-26	23:14:41	식사
200	봄봄	37.687675	127.164721	48300	2016-09-10	23:05:13	카페
85	파리바게트	37.639895	126.902159	67100	2016-11-08	14:19:02	카페
130	엔젤리너스	37.641055	126.961048	121700	2017-08-13	23:27:45	카페
113	베스킨라빈스	37.589824	127.090465	64100	2016-04-17	12:54:41	카페
51	쥬씨	37.670358	126.872815	136300	2016-12-30	14:28:54	카페
65	매드포갈릭	37.657411	127.184661	130900	2016-07-12	22:21:12	식사
62	홍콩반점	37.629302	126.905947	65900	2016-11-18	18:31:51	식사
171	엔젤리너스	37.530272	126.901821	47700	2016-12-31	21:09:28	카페
278	홍콩반점	37.632985	126.900931	114300	2017-02-18	16:38:48	식사
231	봄봄	37.714534	126.906013	58500	2018-01-21	22:56:06	카페
127	꾼	37.687574	126.859094	94000	2017-07-03	23:19:48	술
146	꾼	37.639772	127.104284	56300	2016-11-12	20:13:41	술
59	쥬씨	37.617639	127.058498	17500	2016-12-07	23:15:35	카페
279	롯데리아	37.523743	127.167777	13200	2016-07-09	20:44:10	식사
129	쥬씨	37.646624	127.067833	2800	2016-10-11	22:01:52	카페
209	아웃백	37.620261	127.113084	151000	2017-04-24	09:40:37	식사
295	닭한마리	37.515388	127.121486	127200	2018-01-07	13:56:06	식사
122	이비인후과	37.606261	126.972852	38400	2017-01-13	17:17:09	의료
24	아웃백	37.463784	127.16207	144200	2017-08-16	20:07:37	식사
278	뚜레쥬르	37.563581	126.880558	54800	2016-05-06	19:34:50	카페
170	리얼후라이	37.609579	126.869947	118300	2016-01-22	18:08:28	식사
151	뚜레쥬르	37.458703	126.950698	84600	2016-11-22	12:49:52	카페
67	이디야커피	37.607822	127.158975	15400	2016-12-16	17:32:04	카페
103	닭한마리	37.695585	127.004556	132700	2016-10-20	15:28:57	식사
162	베스킨라빈스	37.5144	126.944588	144300	2016-11-05	09:53:20	카페
275	아웃닭	37.696762	127.130968	144600	2016-10-12	22:16:19	식사
65	리얼후라이	37.667782	127.001536	27800	2017-01-23	21:24:20	식사
72	반디앤루니스	37.502057	127.171577	111300	2017-01-30	15:06:08	학습
289	백다방	37.570585	127.105468	90600	2017-03-13	20:00:44	카페
260	이비인후과	37.636943	127.002874	45900	2017-01-26	23:15:35	의료
111	리얼후라이	37.506819	126.986463	81400	2016-07-09	19:10:45	식사
74	아웃백	37.488634	127.137973	7500	2016-02-19	14:08:59	식사
92	구이가	37.623619	127.132819	70300	2016-06-21	17:04:21	식사
57	백다방	37.662632	127.072832	102700	2017-01-24	13:14:04	카페
145	정형외과	37.572709	127.189434	113700	2016-04-12	20:52:59	의료
217	꾼	37.703641	127.149244	117400	2016-04-18	09:34:28	술
109	뚜레쥬르	37.608968	127.159534	65800	2016-11-02	22:53:01	카페
50	반디앤루니스	37.475245	127.191561	58200	2016-06-18	21:09:16	학습
44	이비인후과	37.592296	127.04517	67900	2016-01-06	21:04:45	의료
19	파리바게트	37.62967	126.956531	66300	2016-11-30	11:19:05	카페
244	오쭈	37.540892	127.085329	44700	2017-09-13	22:51:20	식사
186	스시로로	37.680457	126.872699	108700	2017-08-26	23:11:23	식사
188	매드포갈릭	37.709849	127.012983	119700	2018-02-04	14:54:12	식사
106	교보문고	37.594337	127.196397	134900	2018-02-08	12:44:23	학습
132	홍콩반점	37.636321	126.860692	114000	2016-03-01	16:23:46	식사
192	버거킹	37.510095	127.012787	17800	2016-12-12	12:36:41	식사
232	원할머니보쌈	37.502123	126.902934	75100	2016-12-04	17:37:28	식사
188	닭한마리	37.583218	127.029941	93800	2017-08-30	23:12:12	식사
267	닭한마리	37.636689	126.94894	92800	2018-01-21	22:50:47	식사
26	김덕후의곱창조	37.447255	126.897069	45800	2016-10-08	09:10:38	식사
